topic,category,n_miscomm,n_no_miscomm,n_total
database,comparison_measurement,625.0,191030.0,191655
wordpress,comparison_measurement,289.0,184747.0,185036
string,comparison_measurement,983.0,183571.0,184554
postgresql,comparison_measurement,470.0,175916.0,176386
flutter,comparison_measurement,206.0,171139.0,171345
mongodb,comparison_measurement,417.0,170693.0,171110
wpf,comparison_measurement,461.0,167206.0,167667
windows,comparison_measurement,572.0,163838.0,164410
bash,comparison_measurement,640.0,155581.0,156221
xcode,comparison_measurement,328.0,154656.0,154984
amazon-web-services,comparison_measurement,330.0,153540.0,153870
oracle-database,comparison_measurement,468.0,151060.0,151528
git,comparison_measurement,557.0,150941.0,151498
dataframe,comparison_measurement,404.0,147339.0,147743
spring-boot,comparison_measurement,208.0,145344.0,145552
azure,comparison_measurement,303.0,142206.0,142509
list,comparison_measurement,644.0,140793.0,141437
multithreading,comparison_measurement,848.0,138488.0,139336
firebase,comparison_measurement,454.0,138485.0,138939
vb.net,comparison_measurement,551.0,138293.0,138844
docker,comparison_measurement,246.0,134062.0,134308
react-native,comparison_measurement,141.0,128212.0,128353
eclipse,comparison_measurement,272.0,121832.0,122104
algorithm,comparison_measurement,1150.0,119502.0,120652
powershell,comparison_measurement,459.0,117720.0,118179
macos,comparison_measurement,293.0,114496.0,114789
numpy,comparison_measurement,629.0,113461.0,114090
visual-studio,comparison_measurement,337.0,113143.0,113480
forms,comparison_measurement,258.0,111512.0,111770
image,comparison_measurement,333.0,111048.0,111381
function,comparison_measurement,468.0,110399.0,110867
scala,comparison_measurement,391.0,110355.0,110746
vue.js,comparison_measurement,165.0,104914.0,105079
twitter-bootstrap,comparison_measurement,197.0,101219.0,101416
performance,comparison_measurement,1139.0,100019.0,101158
winforms,comparison_measurement,353.0,98153.0,98506
selenium,comparison_measurement,178.0,97916.0,98094
loops,comparison_measurement,450.0,95740.0,96190
kotlin,comparison_measurement,207.0,94209.0,94416
sqlite,comparison_measurement,211.0,93574.0,93785
matlab,comparison_measurement,449.0,92940.0,93389
python-2.7,comparison_measurement,326.0,92756.0,93082
hibernate,comparison_measurement,166.0,92674.0,92840
shell,comparison_measurement,336.0,92108.0,92444
express,comparison_measurement,180.0,92070.0,92250
dart,comparison_measurement,140.0,91743.0,91883
entity-framework,comparison_measurement,273.0,90218.0,90491
csv,comparison_measurement,351.0,89248.0,89599
rest,comparison_measurement,223.0,89156.0,89379
apache,comparison_measurement,205.0,89078.0,89283
maven,comparison_measurement,165.0,86920.0,87085
android-studio,comparison_measurement,168.0,86594.0,86762
linq,comparison_measurement,416.0,86041.0,86457
dictionary,comparison_measurement,429.0,85327.0,85756
qt,comparison_measurement,248.0,84514.0,84762
asp.net-core,comparison_measurement,207.0,83763.0,83970
unit-testing,comparison_measurement,277.0,83101.0,83378
facebook,comparison_measurement,132.0,81712.0,81844
swing,comparison_measurement,228.0,80872.0,81100
file,comparison_measurement,325.0,80241.0,80566
class,comparison_measurement,346.0,79126.0,79472
apache-spark,comparison_measurement,161.0,79053.0,79214
tensorflow,comparison_measurement,156.0,77685.0,77841
sorting,comparison_measurement,408.0,76441.0,76849
date,comparison_measurement,284.0,76430.0,76714
unity-game-engine,comparison_measurement,210.0,74677.0,74887
t-sql,comparison_measurement,374.0,73174.0,73548
go,comparison_measurement,299.0,72469.0,72768
authentication,comparison_measurement,158.0,72504.0,72662
symfony,comparison_measurement,101.0,72545.0,72646
for-loop,comparison_measurement,362.0,71410.0,71772
.htaccess,comparison_measurement,142.0,71554.0,71696
matplotlib,comparison_measurement,197.0,71277.0,71474
datetime,comparison_measurement,262.0,70858.0,71120
opencv,comparison_measurement,203.0,70703.0,70906
google-chrome,comparison_measurement,140.0,69076.0,69216
codeigniter,comparison_measurement,109.0,68497.0,68606
perl,comparison_measurement,429.0,67604.0,68033
validation,comparison_measurement,181.0,66294.0,66475
http,comparison_measurement,172.0,66237.0,66409
sockets,comparison_measurement,297.0,64566.0,64863
object,comparison_measurement,245.0,64455.0,64700
google-maps,comparison_measurement,94.0,64430.0,64524
uitableview,comparison_measurement,150.0,63373.0,63523
xaml,comparison_measurement,156.0,62062.0,62218
if-statement,comparison_measurement,274.0,61742.0,62016
oop,comparison_measurement,382.0,61613.0,61995
ubuntu,comparison_measurement,111.0,58818.0,58929
cordova,comparison_measurement,87.0,58142.0,58229
visual-studio-code,comparison_measurement,119.0,58081.0,58200
email,comparison_measurement,142.0,57823.0,57965
android-layout,comparison_measurement,110.0,57611.0,57721
ms-access,comparison_measurement,238.0,57458.0,57696
web-services,comparison_measurement,146.0,57525.0,57671
spring-mvc,comparison_measurement,117.0,57097.0,57214
ggplot2,comparison_measurement,161.0,57031.0,57192
parsing,comparison_measurement,261.0,56745.0,57006
pointers,comparison_measurement,355.0,56579.0,56934
github,comparison_measurement,139.0,56515.0,56654
user-interface,comparison_measurement,194.0,56328.0,56522
kubernetes,comparison_measurement,105.0,56408.0,56513
c++11,comparison_measurement,429.0,56080.0,56509
selenium-webdriver,comparison_measurement,90.0,56056.0,56146
google-sheets,comparison_measurement,155.0,55854.0,56009
elasticsearch,comparison_measurement,100.0,55831.0,55931
google-apps-script,comparison_measurement,146.0,55089.0,55235
templates,comparison_measurement,303.0,54903.0,55206
ruby-on-rails-3,comparison_measurement,142.0,54949.0,55091
security,comparison_measurement,272.0,54666.0,54938
variables,comparison_measurement,233.0,53434.0,53667
machine-learning,comparison_measurement,174.0,53347.0,53521
flask,comparison_measurement,85.0,53344.0,53429
sql-server-2008,comparison_measurement,217.0,53171.0,53388
exception,comparison_measurement,228.0,52816.0,53044
tkinter,comparison_measurement,200.0,52120.0,52320
delphi,comparison_measurement,306.0,51860.0,52166
nginx,comparison_measurement,74.0,51976.0,52050
listview,comparison_measurement,94.0,51600.0,51694
haskell,comparison_measurement,413.0,51053.0,51466
debugging,comparison_measurement,157.0,51062.0,51219
asynchronous,comparison_measurement,205.0,50891.0,51096
jpa,comparison_measurement,101.0,50983.0,51084
jsp,comparison_measurement,95.0,50681.0,50776
web-scraping,comparison_measurement,146.0,50501.0,50647
gradle,comparison_measurement,89.0,50266.0,50355
batch-file,comparison_measurement,158.0,50016.0,50174
generics,comparison_measurement,287.0,49667.0,49954
xamarin,comparison_measurement,93.0,49798.0,49891
pdf,comparison_measurement,140.0,49575.0,49715
google-cloud-platform,comparison_measurement,104.0,49223.0,49327
wcf,comparison_measurement,129.0,49126.0,49255
amazon-s3,comparison_measurement,100.0,49023.0,49123
ssl,comparison_measurement,112.0,48894.0,49006
testing,comparison_measurement,135.0,48638.0,48773
jenkins,comparison_measurement,75.0,48456.0,48531
npm,comparison_measurement,82.0,47423.0,47505
unix,comparison_measurement,174.0,47187.0,47361
recursion,comparison_measurement,264.0,46907.0,47171
ionic-framework,comparison_measurement,51.0,46340.0,46391
network-programming,comparison_measurement,160.0,46130.0,46290
google-app-engine,comparison_measurement,100.0,45997.0,46097
visual-studio-2010,comparison_measurement,162.0,45505.0,45667
mongoose,comparison_measurement,95.0,45303.0,45398
assembly,comparison_measurement,418.0,44600.0,45018
.net-core,comparison_measurement,131.0,44638.0,44769
android-fragments,comparison_measurement,68.0,44228.0,44296
math,comparison_measurement,387.0,43887.0,44274
join,comparison_measurement,168.0,43449.0,43617
winapi,comparison_measurement,226.0,43211.0,43437
svg,comparison_measurement,107.0,43293.0,43400
rust,comparison_measurement,194.0,43049.0,43243
animation,comparison_measurement,117.0,43123.0,43240
session,comparison_measurement,117.0,43045.0,43162
intellij-idea,comparison_measurement,85.0,43009.0,43094
django-models,comparison_measurement,77.0,42948.0,43025
laravel-5,comparison_measurement,70.0,42893.0,42963
curl,comparison_measurement,91.0,42756.0,42847
hadoop,comparison_measurement,94.0,42659.0,42753
