topic,category,n_questions,n_miscomm,miscomm_rate
kubernetes,logical_structure,56513,1.0,1.7695043618282518e-05
tensorflow,logical_structure,77841,3.0,3.854010097506455e-05
validation,logical_structure,66475,2.0,3.0086498683715683e-05
oracle-database,logical_structure,151528,9.0,5.9394963307111556e-05
jsp,logical_structure,50776,1.0,1.9694343784465103e-05
delphi,logical_structure,52166,7.0,0.00013418701836445193
visual-studio,logical_structure,113480,5.0,4.406062742333451e-05
pdf,logical_structure,49715,1.0,2.011465352509303e-05
ggplot2,logical_structure,57192,4.0,6.993985172751433e-05
google-cloud-platform,logical_structure,49327,2.0,4.054574573762848e-05
google-sheets,logical_structure,56009,4.0,7.141709368137263e-05
java,logical_structure,1886094,91.0,4.824786039296027e-05
c++,logical_structure,808185,36.0,4.454425657491787e-05
swing,logical_structure,81100,7.0,8.631319358816276e-05
excel,logical_structure,287052,13.0,4.528796176302551e-05
parsing,logical_structure,57006,2.0,3.5084026242851626e-05
recursion,logical_structure,47171,3.0,6.359839732038752e-05
svg,logical_structure,43400,5.0,0.0001152073732718894
rest,logical_structure,89379,3.0,3.356493135971537e-05
batch-file,logical_structure,50174,1.0,1.9930641368039225e-05
pandas,logical_structure,286913,13.0,4.530990230487988e-05
mongoose,logical_structure,45398,2.0,4.405480417639543e-05
dataframe,logical_structure,147743,5.0,3.384255091611785e-05
.net-core,logical_structure,44769,3.0,6.701065469409636e-05
intellij-idea,logical_structure,43094,2.0,4.64101731099457e-05
database,logical_structure,191655,9.0,4.6959380136182205e-05
android,logical_structure,1369762,23.0,1.679123818590383e-05
eclipse,logical_structure,122104,4.0,3.2758959575443885e-05
docker,logical_structure,134308,5.0,3.722786431188016e-05
join,logical_structure,43617,4.0,9.170736180846918e-05
session,logical_structure,43162,2.0,4.633705574347806e-05
winforms,logical_structure,98506,4.0,4.060666355348913e-05
security,logical_structure,54938,5.0,9.101168590046961e-05
algorithm,logical_structure,120652,10.0,8.288300235387726e-05
xcode,logical_structure,154984,4.0,2.580911577969339e-05
exception,logical_structure,53044,5.0,9.426136792097127e-05
wcf,logical_structure,49255,0.0,0.0
rust,logical_structure,43243,2.0,4.6250260157713385e-05
hadoop,logical_structure,42753,2.0,4.6780342899913456e-05
web-scraping,logical_structure,50647,0.0,0.0
vue.js,logical_structure,105079,4.0,3.806659751234785e-05
react-native,logical_structure,128353,1.0,7.791013844631601e-06
numpy,logical_structure,114090,3.0,2.6295030239284775e-05
haskell,logical_structure,51466,6.0,0.00011658182100804414
asp.net,logical_structure,367941,18.0,4.892088677260757e-05
bash,logical_structure,156221,7.0,4.480831642352821e-05
apache,logical_structure,89283,10.0,0.00011200340490350907
scala,logical_structure,110746,2.0,1.805934300110162e-05
ruby-on-rails-3,logical_structure,55091,4.0,7.260714091230872e-05
elasticsearch,logical_structure,55931,1.0,1.7879172551894298e-05
user-interface,logical_structure,56522,3.0,5.30766781076395e-05
symfony,logical_structure,72646,2.0,2.7530765630592185e-05
ajax,logical_structure,217654,4.0,1.8377792275813908e-05
iphone,logical_structure,216848,8.0,3.6892200988710984e-05
asynchronous,logical_structure,51096,5.0,9.785501800532331e-05
nginx,logical_structure,52050,6.0,0.00011527377521613833
selenium-webdriver,logical_structure,56146,2.0,3.562141559505575e-05
angular,logical_structure,298217,10.0,3.353262892457506e-05
javascript,logical_structure,2482383,109.0,4.39094209072492e-05
spring,logical_structure,206640,13.0,6.291134339914828e-05
objective-c,logical_structure,287467,22.0,7.653052350356736e-05
selenium,logical_structure,98094,2.0,2.038860684649418e-05
http,logical_structure,66409,3.0,4.517459982833652e-05
json,logical_structure,356382,10.0,2.8059778552227665e-05
powershell,logical_structure,118179,9.0,7.61556621734826e-05
sqlite,logical_structure,93785,2.0,2.132537186117183e-05
visual-studio-2010,logical_structure,45667,4.0,8.7590601528456e-05
perl,logical_structure,68033,7.0,0.00010289124395513942
ms-access,logical_structure,57696,3.0,5.199667221297837e-05
email,logical_structure,57965,2.0,3.4503579746398686e-05
unity-game-engine,logical_structure,74887,4.0,5.3413810140611854e-05
spring-boot,logical_structure,145552,15.0,0.00010305595251181708
jquery,logical_structure,1019869,41.0,4.0201241532000675e-05
debugging,logical_structure,51219,2.0,3.904800952771433e-05
listview,logical_structure,51694,0.0,0.0
android-layout,logical_structure,57721,6.0,0.00010394830304395281
maven,logical_structure,87085,12.0,0.00013779640581041512
ruby-on-rails,logical_structure,332737,10.0,3.0053766187709813e-05
xml,logical_structure,211734,12.0,5.667488452492278e-05
shell,logical_structure,92444,9.0,9.735623728960235e-05
function,logical_structure,110867,6.0,5.4118899221589835e-05
android-fragments,logical_structure,44296,0.0,0.0
jenkins,logical_structure,48531,2.0,4.121077249593044e-05
postgresql,logical_structure,176386,10.0,5.6693841914891204e-05
sockets,logical_structure,64863,3.0,4.625132972572962e-05
assembly,logical_structure,45018,5.0,0.00011106668443733618
reactjs,logical_structure,458000,17.0,3.711790393013101e-05
dart,logical_structure,91883,1.0,1.0883406070763907e-05
laravel-5,logical_structure,42963,1.0,2.327584200358448e-05
matlab,logical_structure,93389,5.0,5.353949608626284e-05
asp.net-mvc,logical_structure,198120,12.0,6.0569351907934585e-05
forms,logical_structure,111770,6.0,5.368166771047687e-05
file,logical_structure,80566,1.0,1.2412183799617704e-05
loops,logical_structure,96190,5.0,5.1980455348788854e-05
google-chrome,logical_structure,69216,2.0,2.8895053166897826e-05
oop,logical_structure,61995,2.0,3.226066618275668e-05
variables,logical_structure,53667,3.0,5.5900273911342166e-05
ssl,logical_structure,49006,4.0,8.162265844998571e-05
authentication,logical_structure,72662,1.0,1.3762351710660317e-05
twitter-bootstrap,logical_structure,101416,6.0,5.9162262364912836e-05
.htaccess,logical_structure,71696,5.0,6.973889756750726e-05
amazon-web-services,logical_structure,153870,8.0,5.199194124910639e-05
ionic-framework,logical_structure,46391,0.0,0.0
tkinter,logical_structure,52320,2.0,3.82262996941896e-05
kotlin,logical_structure,94416,0.0,0.0
opencv,logical_structure,70906,1.0,1.4103178856514259e-05
performance,logical_structure,101158,5.0,4.942762806698432e-05
xaml,logical_structure,62218,6.0,9.643511523996271e-05
arrays,logical_structure,416289,21.0,5.044572400423744e-05
generics,logical_structure,49954,2.0,4.00368338871762e-05
vba,logical_structure,215276,7.0,3.25163975547669e-05
cordova,logical_structure,58229,1.0,1.7173573305397655e-05
spring-mvc,logical_structure,57214,3.0,5.243471877512497e-05
python-2.7,logical_structure,93082,5.0,5.371607829655573e-05
t-sql,logical_structure,73548,6.0,8.157937673356176e-05
android-studio,logical_structure,86762,1.0,1.1525783176966874e-05
wordpress,logical_structure,185036,8.0,4.323482997903111e-05
unit-testing,logical_structure,83378,5.0,5.996785722852551e-05
mongodb,logical_structure,171110,3.0,1.7532581380398573e-05
azure,logical_structure,142509,8.0,5.6136805394747e-05
ruby,logical_structure,226811,11.0,4.849852961276129e-05
sql-server-2008,logical_structure,53388,2.0,3.746160185809545e-05
codeigniter,logical_structure,68606,1.0,1.4575984607760255e-05
csv,logical_structure,89599,2.0,2.2321677697295727e-05
network-programming,logical_structure,46290,2.0,4.3205875999135884e-05
typescript,logical_structure,227271,6.0,2.6400200641524877e-05
google-apps-script,logical_structure,55235,1.0,1.810446275006789e-05
asp.net-core,logical_structure,83970,2.0,2.3818030248898416e-05
hibernate,logical_structure,92840,7.0,7.539853511417492e-05
entity-framework,logical_structure,90491,9.0,9.945740460377275e-05
facebook,logical_structure,81844,2.0,2.443673329749279e-05
winapi,logical_structure,43437,3.0,6.906554320049727e-05
curl,logical_structure,42847,2.0,4.667771372558172e-05
gradle,logical_structure,50355,0.0,0.0
github,logical_structure,56654,4.0,7.060401736858827e-05
sql,logical_structure,671995,39.0,5.8036146102277545e-05
php,logical_structure,1446461,61.0,4.2171894022721664e-05
.net,logical_structure,335866,23.0,6.847969130546111e-05
multithreading,logical_structure,139336,11.0,7.894585749555033e-05
xamarin,logical_structure,49891,2.0,4.008739051131467e-05
dictionary,logical_structure,85756,5.0,5.830495825364989e-05
google-app-engine,logical_structure,46097,2.0,4.338677137340825e-05
npm,logical_structure,47505,4.0,8.42016629828439e-05
html,logical_structure,1173394,88.0,7.499612235958255e-05
unix,logical_structure,47361,5.0,0.00010557209518380101
ios,logical_structure,668615,21.0,3.140820950771371e-05
pointers,logical_structure,56934,3.0,5.2692591421646116e-05
swift,logical_structure,328224,14.0,4.265379740664912e-05
sql-server,logical_structure,334898,17.0,5.07617244653596e-05
amazon-s3,logical_structure,49123,3.0,6.107118864890174e-05
django-models,logical_structure,43025,1.0,2.324230098779779e-05
for-loop,logical_structure,71772,3.0,4.179903026249791e-05
image,logical_structure,111381,1.0,8.978191971700739e-06
flutter,logical_structure,171345,2.0,1.1672356940675247e-05
linq,logical_structure,86457,8.0,9.253154747446707e-05
c,logical_structure,406138,25.0,6.155543189753236e-05
string,logical_structure,184554,8.0,4.3347746459030963e-05
angularjs,logical_structure,256144,4.0,1.5616215878568305e-05
c++11,logical_structure,56509,3.0,5.3088888495637866e-05
date,logical_structure,76714,3.0,3.910629089866257e-05
templates,logical_structure,55206,2.0,3.6227946237727784e-05
ubuntu,logical_structure,58929,6.0,0.00010181744132769943
macos,logical_structure,114789,5.0,4.355818066191011e-05
testing,logical_structure,48773,2.0,4.100629446620056e-05
uitableview,logical_structure,63523,1.0,1.57423295499268e-05
math,logical_structure,44274,3.0,6.775985905949315e-05
class,logical_structure,79472,9.0,0.00011324743305818402
express,logical_structure,92250,6.0,6.504065040650406e-05
java,epistemic,1886094,18330.0,0.00971849759343914
batch-file,epistemic,50174,405.0,0.008071909754055886
pandas,epistemic,286913,1273.0,0.004436885048777852
c++,epistemic,808185,11326.0,0.014014118054653328
mongoose,epistemic,45398,256.0,0.005639014934578615
dataframe,epistemic,147743,595.0,0.004027263559018024
svg,epistemic,43400,160.0,0.003686635944700461
excel,epistemic,287052,1948.0,0.006786226885721054
rest,epistemic,89379,597.0,0.006679421340583359
parsing,epistemic,57006,517.0,0.009069220783777147
swing,epistemic,81100,600.0,0.007398273736128237
recursion,epistemic,47171,512.0,0.010854126476012804
.net-core,epistemic,44769,320.0,0.0071478031673702785
windows,epistemic,164410,1469.0,0.008934979624110455
datetime,epistemic,71120,663.0,0.009322272215973003
c#,epistemic,1604093,16057.0,0.010010018122390659
css,epistemic,797816,2897.0,0.003631163075195283
web-services,epistemic,57671,387.0,0.0067104784033569734
visual-studio-code,epistemic,58200,244.0,0.0041924398625429555
python,epistemic,2170613,16187.0,0.007457340391861654
linux,epistemic,223782,2294.0,0.010251047894826214
r,epistemic,503030,2224.0,0.00442120748265511
mysql,epistemic,653746,6142.0,0.009395086164963151
apache-spark,epistemic,79214,499.0,0.006299391521700709
git,epistemic,151498,970.0,0.006402724788446052
regex,epistemic,260714,2092.0,0.008024118382595488
matplotlib,epistemic,71474,312.0,0.0043652237177155325
python-3.x,epistemic,334600,2202.0,0.006580992229527794
jpa,epistemic,51084,490.0,0.009592044475765405
list,epistemic,141437,1169.0,0.008265163995277049
if-statement,epistemic,62016,560.0,0.009029927760577915
arrays,epistemic,416289,3797.0,0.009121067335432836
generics,epistemic,49954,441.0,0.008828121872122353
cordova,epistemic,58229,254.0,0.0043620876195710045
vba,epistemic,215276,1595.0,0.007409093442836173
spring-mvc,epistemic,57214,395.0,0.006903904638724787
python-2.7,epistemic,93082,743.0,0.007982209234868181
performance,epistemic,101158,1483.0,0.01466023448466755
t-sql,epistemic,73548,834.0,0.011339533365965083
opencv,epistemic,70906,630.0,0.008885002679603982
xaml,epistemic,62218,344.0,0.005528946607091196
class,epistemic,79472,658.0,0.008279645661365008
angularjs,epistemic,256144,1289.0,0.005032325566868636
c,epistemic,406138,7056.0,0.017373405098759533
ubuntu,epistemic,58929,439.0,0.007449642790476676
linq,epistemic,86457,981.0,0.011346681009056525
string,epistemic,184554,1937.0,0.010495573111392872
c++11,epistemic,56509,774.0,0.013696933231874568
date,epistemic,76714,680.0,0.008864092603696848
math,epistemic,44274,606.0,0.013687491530017618
macos,epistemic,114789,757.0,0.006594708552213191
templates,epistemic,55206,423.0,0.007662210629279426
express,epistemic,92250,622.0,0.0067425474254742546
testing,epistemic,48773,302.0,0.006191950464396285
uitableview,epistemic,63523,487.0,0.007666514490814351
authentication,epistemic,72662,481.0,0.006619691172827613
asp.net-mvc,epistemic,198120,1383.0,0.006980617807389461
forms,epistemic,111770,637.0,0.005699203721928961
ionic-framework,epistemic,46391,199.0,0.004289625142807872
twitter-bootstrap,epistemic,101416,332.0,0.0032736451841918436
ssl,epistemic,49006,417.0,0.008509162143411011
.htaccess,epistemic,71696,385.0,0.005369895112698059
matlab,epistemic,93389,850.0,0.009101714334664682
oop,epistemic,61995,516.0,0.008323251875151223
variables,epistemic,53667,429.0,0.00799373916932193
amazon-web-services,epistemic,153870,1046.0,0.006797946318320661
google-chrome,epistemic,69216,401.0,0.005793458159963015
loops,epistemic,96190,821.0,0.00853519076827113
file,epistemic,80566,947.0,0.011754338058237966
tkinter,epistemic,52320,250.0,0.0047782874617737
kotlin,epistemic,94416,553.0,0.0058570581257414
network-programming,epistemic,46290,477.0,0.010304601425793907
mongodb,epistemic,171110,932.0,0.00544678861551049
typescript,epistemic,227271,1159.0,0.005099638757254555
sql-server-2008,epistemic,53388,547.0,0.010245748108189106
azure,epistemic,142509,566.0,0.00397167898167835
android-studio,epistemic,86762,432.0,0.00497913833244969
codeigniter,epistemic,68606,416.0,0.006063609596828266
ruby,epistemic,226811,1627.0,0.007173373425451147
csv,epistemic,89599,767.0,0.008560363396912912
wordpress,epistemic,185036,858.0,0.004636935515251087
unit-testing,epistemic,83378,537.0,0.00644054786634364
asp.net-core,epistemic,83970,500.0,0.005954507562224604
google-apps-script,epistemic,55235,312.0,0.005648592378021182
jquery,epistemic,1019869,6507.0,0.006380231186554352
shell,epistemic,92444,774.0,0.008372636406905802
maven,epistemic,87085,555.0,0.006373083768731699
postgresql,epistemic,176386,1353.0,0.00767067681108478
jenkins,epistemic,48531,245.0,0.005048319630751479
xml,epistemic,211734,1372.0,0.006479828464016171
sockets,epistemic,64863,1026.0,0.01581795476619953
android-layout,epistemic,57721,257.0,0.0044524523137159785
reactjs,epistemic,458000,2324.0,0.005074235807860262
laravel-5,epistemic,42963,257.0,0.005981891394921212
android-fragments,epistemic,44296,288.0,0.006501715730540003
listview,epistemic,51694,294.0,0.005687313808178899
debugging,epistemic,51219,466.0,0.009098186219957437
function,epistemic,110867,865.0,0.007802141304445867
ruby-on-rails,epistemic,332737,1993.0,0.005989715601210565
assembly,epistemic,45018,717.0,0.015926962548314008
dart,epistemic,91883,339.0,0.0036894746579889644
ajax,epistemic,217654,2014.0,0.009253218410872302
numpy,epistemic,114090,867.0,0.0075992637391533
bash,epistemic,156221,1324.0,0.008475172992107335
scala,epistemic,110746,725.0,0.006546511837899337
asp.net,epistemic,367941,2840.0,0.007718628801900305
apache,epistemic,89283,639.0,0.007157017573334229
symfony,epistemic,72646,543.0,0.007474602868705779
angular,epistemic,298217,1522.0,0.005103666122320324
elasticsearch,epistemic,55931,374.0,0.006686810534408468
user-interface,epistemic,56522,277.0,0.004900746611938714
selenium-webdriver,epistemic,56146,445.0,0.007925764969899904
asynchronous,epistemic,51096,548.0,0.010724909973383436
nginx,epistemic,52050,325.0,0.006243996157540826
iphone,epistemic,216848,1601.0,0.007383051722865786
ruby-on-rails-3,epistemic,55091,311.0,0.005645205205932004
haskell,epistemic,51466,426.0,0.008277309291571134
entity-framework,epistemic,90491,797.0,0.008807505718800764
facebook,epistemic,81844,425.0,0.0051928058257172185
hibernate,epistemic,92840,893.0,0.009618698836708316
gradle,epistemic,50355,282.0,0.005600238308013107
curl,epistemic,42847,391.0,0.009125493033351226
github,epistemic,56654,285.0,0.005030536237511914
winapi,epistemic,43437,621.0,0.014296567442502935
php,epistemic,1446461,12283.0,0.008491760234116233
sql,epistemic,671995,6847.0,0.010189063906725497
dictionary,epistemic,85756,778.0,0.009072251504267922
.net,epistemic,335866,3274.0,0.009747935188438247
google-app-engine,epistemic,46097,296.0,0.006421242163264421
multithreading,epistemic,139336,2085.0,0.014963828443474766
xamarin,epistemic,49891,272.0,0.005451885109538795
npm,epistemic,47505,204.0,0.00429428481212504
swift,epistemic,328224,2281.0,0.006949522277469046
ios,epistemic,668615,4876.0,0.0072926871218862875
sql-server,epistemic,334898,3529.0,0.010537536802250237
html,epistemic,1173394,5733.0,0.004885826925994167
image,epistemic,111381,740.0,0.006643862059058547
pointers,epistemic,56934,888.0,0.015597007060807251
amazon-s3,epistemic,49123,352.0,0.007165686134804471
for-loop,epistemic,71772,680.0,0.009474446859499526
unix,epistemic,47361,451.0,0.009522602985578851
django-models,epistemic,43025,243.0,0.005647879140034864
flutter,epistemic,171345,583.0,0.0034024920482068344
oracle-database,epistemic,151528,1793.0,0.011832796578850113
jsp,epistemic,50776,384.0,0.007562628013234599
google-cloud-platform,epistemic,49327,317.0,0.006426500699414114
validation,epistemic,66475,371.0,0.005581045505829259
google-sheets,epistemic,56009,232.0,0.0041421914335196125
visual-studio,epistemic,113480,752.0,0.00662671836446951
ggplot2,epistemic,57192,136.0,0.0023779549587354875
pdf,epistemic,49715,345.0,0.006939555466157096
delphi,epistemic,52166,699.0,0.01339953226239313
javascript,epistemic,2482383,15847.0,0.006383785257955763
objective-c,epistemic,287467,2637.0,0.009173226839950324
spring-boot,epistemic,145552,981.0,0.006739859294272837
spring,epistemic,206640,1633.0,0.007902632597754549
json,epistemic,356382,2732.0,0.007665931500468598
perl,epistemic,68033,708.0,0.010406714388605529
selenium,epistemic,98094,774.0,0.007890390849593247
http,epistemic,66409,575.0,0.008658464967097834
email,epistemic,57965,480.0,0.008280859139135685
sqlite,epistemic,93785,839.0,0.008945993495761582
powershell,epistemic,118179,723.0,0.006117838194603102
ms-access,epistemic,57696,458.0,0.007938158624514698
unity-game-engine,epistemic,74887,614.0,0.00819901985658392
visual-studio-2010,epistemic,45667,340.0,0.00744520112991876
machine-learning,epistemic,53521,364.0,0.00680106873937333
node.js,epistemic,455448,2941.0,0.006457378229786935
laravel,epistemic,209277,1351.0,0.006455558900404727
wpf,epistemic,167667,1122.0,0.00669183560271252
kubernetes,epistemic,56513,272.0,0.004813051864172845
vb.net,epistemic,138844,1183.0,0.00852035377834116
django,epistemic,305163,2071.0,0.0067865370310293185
object,epistemic,64700,534.0,0.008253477588871716
qt,epistemic,84762,772.0,0.009107854934994455
firebase,epistemic,138939,894.0,0.006434478440178784
flask,epistemic,53429,340.0,0.006363585318834341
animation,epistemic,43240,150.0,0.003469010175763182
google-maps,epistemic,64524,290.0,0.004494451676895419
sorting,epistemic,76849,760.0,0.009889523611237622
go,epistemic,72768,409.0,0.005620602462620933
tensorflow,epistemic,77841,452.0,0.0058067085469097265
android,epistemic,1369762,9289.0,0.006781470065602637
docker,epistemic,134308,881.0,0.006559549691753284
algorithm,epistemic,120652,2102.0,0.017422007094785003
database,epistemic,191655,1574.0,0.008212673814927865
security,epistemic,54938,472.0,0.008591503149004332
react-native,epistemic,128353,472.0,0.003677358534666116
winforms,epistemic,98506,862.0,0.008750735995776906
eclipse,epistemic,122104,769.0,0.006297909978379087
xcode,epistemic,154984,1006.0,0.006490992618592887
hadoop,epistemic,42753,254.0,0.005941103548289009
session,epistemic,43162,446.0,0.010333163430795607
wcf,epistemic,49255,381.0,0.007735255304030048
exception,epistemic,53044,703.0,0.01325314832968856
intellij-idea,epistemic,43094,229.0,0.005313964821088783
web-scraping,epistemic,50647,445.0,0.008786305210575157
join,epistemic,43617,393.0,0.009010248297682096
rust,epistemic,43243,236.0,0.00545753069861018
vue.js,epistemic,105079,505.0,0.004805907935933916
android,comparison_measurement,1369762,2660.0,0.0019419431988914862
docker,comparison_measurement,134308,246.0,0.0018316109241445038
eclipse,comparison_measurement,122104,272.0,0.002227609251130184
react-native,comparison_measurement,128353,141.0,0.0010985329520930558
web-scraping,comparison_measurement,50647,146.0,0.0028826978893122988
xcode,comparison_measurement,154984,328.0,0.0021163474939348576
vue.js,comparison_measurement,105079,165.0,0.001570247147384349
database,comparison_measurement,191655,625.0,0.003261068065012653
algorithm,comparison_measurement,120652,1150.0,0.009531545270695886
security,comparison_measurement,54938,272.0,0.004951035712985548
hadoop,comparison_measurement,42753,94.0,0.0021986761162959326
winforms,comparison_measurement,98506,353.0,0.0035835380585954157
join,comparison_measurement,43617,168.0,0.0038517091959557053
exception,comparison_measurement,53044,228.0,0.00429831837719629
session,comparison_measurement,43162,117.0,0.0027107177609934667
wcf,comparison_measurement,49255,129.0,0.0026190234493960003
rust,comparison_measurement,43243,194.0,0.004486275235298199
intellij-idea,comparison_measurement,43094,85.0,0.001972432357172692
c#,comparison_measurement,1604093,6238.0,0.003888801958489938
css,comparison_measurement,797816,2174.0,0.002724939083698497
datetime,comparison_measurement,71120,262.0,0.0036839145106861643
windows,comparison_measurement,164410,572.0,0.003479107110273098
visual-studio-code,comparison_measurement,58200,119.0,0.0020446735395189004
web-services,comparison_measurement,57671,146.0,0.0025316016715506927
python,comparison_measurement,2170613,7577.0,0.0034907189812278835
python-3.x,comparison_measurement,334600,1044.0,0.0031201434548714883
regex,comparison_measurement,260714,1146.0,0.004395621255475348
git,comparison_measurement,151498,557.0,0.003676616192953042
r,comparison_measurement,503030,1647.0,0.0032741585988907223
list,comparison_measurement,141437,644.0,0.004553263997398135
jpa,comparison_measurement,51084,101.0,0.0019771356980659307
linux,comparison_measurement,223782,866.0,0.003869837609816697
mysql,comparison_measurement,653746,1970.0,0.0030134027588696525
if-statement,comparison_measurement,62016,274.0,0.004418214654282766
apache-spark,comparison_measurement,79214,161.0,0.002032469008003636
matplotlib,comparison_measurement,71474,197.0,0.0027562470268908974
kotlin,comparison_measurement,94416,207.0,0.00219242501270971
forms,comparison_measurement,111770,258.0,0.0023083117115505055
google-chrome,comparison_measurement,69216,140.0,0.0020226537216828477
variables,comparison_measurement,53667,233.0,0.004341587940447575
asp.net-mvc,comparison_measurement,198120,521.0,0.0026297193620028266
tkinter,comparison_measurement,52320,200.0,0.00382262996941896
authentication,comparison_measurement,72662,158.0,0.00217445157028433
loops,comparison_measurement,96190,450.0,0.004678240981390997
matlab,comparison_measurement,93389,449.0,0.004807846748546403
twitter-bootstrap,comparison_measurement,101416,197.0,0.0019424942809813048
ionic-framework,comparison_measurement,46391,51.0,0.0010993511672522688
amazon-web-services,comparison_measurement,153870,330.0,0.0021446675765256387
ssl,comparison_measurement,49006,112.0,0.0022854344365996
.htaccess,comparison_measurement,71696,142.0,0.001980584690917206
oop,comparison_measurement,61995,382.0,0.006161787240906525
file,comparison_measurement,80566,325.0,0.004033959734875754
php,comparison_measurement,1446461,3802.0,0.002628484279907996
sql,comparison_measurement,671995,2384.0,0.0035476454437905042
.net,comparison_measurement,335866,1524.0,0.00453752389345751
dictionary,comparison_measurement,85756,429.0,0.005002565418163161
npm,comparison_measurement,47505,82.0,0.0017261340911483
xamarin,comparison_measurement,49891,93.0,0.001864063658776132
multithreading,comparison_measurement,139336,848.0,0.006086007923293334
google-app-engine,comparison_measurement,46097,100.0,0.0021693385686704122
express,comparison_measurement,92250,180.0,0.001951219512195122
testing,comparison_measurement,48773,135.0,0.002767924876468538
macos,comparison_measurement,114789,293.0,0.0025525093867879325
c,comparison_measurement,406138,2904.0,0.0071502789692173595
ubuntu,comparison_measurement,58929,111.0,0.0018836226645624395
string,comparison_measurement,184554,983.0,0.005326354346153429
c++11,comparison_measurement,56509,429.0,0.007591711054876215
angularjs,comparison_measurement,256144,521.0,0.002034012118183522
uitableview,comparison_measurement,63523,150.0,0.00236134943248902
class,comparison_measurement,79472,346.0,0.004353734648681297
linq,comparison_measurement,86457,416.0,0.004811640468672288
date,comparison_measurement,76714,284.0,0.0037020622050733896
templates,comparison_measurement,55206,303.0,0.005488533855015759
math,comparison_measurement,44274,387.0,0.008741021818674618
oracle-database,comparison_measurement,151528,468.0,0.0030885380919698007
google-cloud-platform,comparison_measurement,49327,104.0,0.002108378778356681
google-sheets,comparison_measurement,56009,155.0,0.0027674123801531897
ggplot2,comparison_measurement,57192,161.0,0.002815079032032452
pdf,comparison_measurement,49715,140.0,0.0028160514935130243
visual-studio,comparison_measurement,113480,337.0,0.0029696862883327457
validation,comparison_measurement,66475,181.0,0.002722828130876269
delphi,comparison_measurement,52166,306.0,0.005865889659931756
jsp,comparison_measurement,50776,95.0,0.0018709626595241847
gradle,comparison_measurement,50355,89.0,0.0017674510972098103
github,comparison_measurement,56654,139.0,0.0024534896035584425
curl,comparison_measurement,42847,91.0,0.0021238359745139684
hibernate,comparison_measurement,92840,166.0,0.0017880224041361482
entity-framework,comparison_measurement,90491,273.0,0.00301687460631444
winapi,comparison_measurement,43437,226.0,0.005202937587770794
facebook,comparison_measurement,81844,132.0,0.0016128243976345242
xaml,comparison_measurement,62218,156.0,0.0025073129962390303
arrays,comparison_measurement,416289,1908.0,0.004583354352385002
vba,comparison_measurement,215276,921.0,0.004278228878277188
python-2.7,comparison_measurement,93082,326.0,0.0035022883049354333
opencv,comparison_measurement,70906,203.0,0.0028629453078723942
performance,comparison_measurement,101158,1139.0,0.011259613673659028
spring-mvc,comparison_measurement,57214,117.0,0.002044954032229874
cordova,comparison_measurement,58229,87.0,0.001494100877569596
t-sql,comparison_measurement,73548,374.0,0.005085114483058682
generics,comparison_measurement,49954,287.0,0.005745285662809785
java,comparison_measurement,1886094,6231.0,0.003303652946247642
c++,comparison_measurement,808185,5186.0,0.006416847627709003
excel,comparison_measurement,287052,1070.0,0.0037275476220336385
batch-file,comparison_measurement,50174,158.0,0.0031490413361501975
.net-core,comparison_measurement,44769,131.0,0.0029261319216422076
dataframe,comparison_measurement,147743,404.0,0.0027344781140223227
pandas,comparison_measurement,286913,845.0,0.002945143649817192
swing,comparison_measurement,81100,228.0,0.00281134401972873
mongoose,comparison_measurement,45398,95.0,0.002092603198378783
recursion,comparison_measurement,47171,264.0,0.005596658964194102
parsing,comparison_measurement,57006,261.0,0.004578465424692138
rest,comparison_measurement,89379,223.0,0.0024949932310721758
svg,comparison_measurement,43400,107.0,0.002465437788018433
azure,comparison_measurement,142509,303.0,0.0021261815043260427
asp.net-core,comparison_measurement,83970,207.0,0.002465166130760986
csv,comparison_measurement,89599,351.0,0.003917454435875401
wordpress,comparison_measurement,185036,289.0,0.0015618582329924987
google-apps-script,comparison_measurement,55235,146.0,0.002643251561509912
ruby,comparison_measurement,226811,761.0,0.0033552164577555763
mongodb,comparison_measurement,171110,417.0,0.002437028811875402
network-programming,comparison_measurement,46290,160.0,0.0034564700799308706
typescript,comparison_measurement,227271,537.0,0.0023628179574164765
android-studio,comparison_measurement,86762,168.0,0.001936331573730435
sql-server-2008,comparison_measurement,53388,217.0,0.004064583801603357
codeigniter,comparison_measurement,68606,109.0,0.0015887823222458677
unit-testing,comparison_measurement,83378,277.0,0.0033222192904603133
angular,comparison_measurement,298217,428.0,0.0014351965179718125
asp.net,comparison_measurement,367941,942.0,0.002560193074433129
asynchronous,comparison_measurement,51096,205.0,0.004012055738218256
bash,comparison_measurement,156221,640.0,0.004096760358722579
ajax,comparison_measurement,217654,545.0,0.002503974197579645
scala,comparison_measurement,110746,391.0,0.0035306015567153665
elasticsearch,comparison_measurement,55931,100.0,0.00178791725518943
symfony,comparison_measurement,72646,101.0,0.0013903036643449053
numpy,comparison_measurement,114090,629.0,0.005513191340170041
user-interface,comparison_measurement,56522,194.0,0.003432291850960688
apache,comparison_measurement,89283,205.0,0.002296069800521936
nginx,comparison_measurement,52050,74.0,0.0014217098943323726
haskell,comparison_measurement,51466,413.0,0.008024715346053705
selenium-webdriver,comparison_measurement,56146,90.0,0.0016029637017775087
ruby-on-rails-3,comparison_measurement,55091,142.0,0.00257755350238696
